,country,code,indicator,indicator_code,year,gdp
326,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1961,
327,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1961,
328,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1961,1753850417.0
329,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1961,
330,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1961,269034000000.0
331,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1961,
332,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1961,13834300571.0
333,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1961,
334,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1961,
335,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1961,
336,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1961,17989983676.0
337,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1961,5921659485.0
338,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1961,116987784.9
339,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1961,67461644222.0
340,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1961,
341,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1961,
342,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1961,167637907.4
343,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1961,77741965703.0
344,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1961,
345,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1961,1302674264.0
346,Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1961,
347,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1961,
348,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1961,
349,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1961,
350,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1961,
351,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1961,4961400439.0
352,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1961,
353,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1961,
354,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1961,1076699900.0
355,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1961,
356,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1961,185848451.3
357,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1961,1125060000000.0
358,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1961,1383681651.0
359,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1961,356200000.0
360,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1961,17820394501.0
361,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1961,
362,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1961,271066000.0
363,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1961,
364,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1961,289781000000.0
365,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1961,329221000000.0
366,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1961,39870443103.0
367,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1961,12925998596.0
368,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1961,
369,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1961,27998528711.0
370,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1961,
371,India,IND,GDP (current US$),NY.GDP.MKTP.CD,1961,39232435784.0
372,Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1961,
373,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1961,2088012282.0
374,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1961,4426949095.0
375,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1961,1831700364.0
376,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1961,253885656.3
377,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1961,3138500000.0
378,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1961,44842760293.0
379,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1961,748028839.4
380,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1961,
381,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1961,53508617739.0
382,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1961,
383,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1961,792959472.1
384,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1961,
385,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1961,642857134.3
386,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1961,
387,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1961,12483229.31
388,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1961,2417558289.0
389,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1961,
390,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1961,76526614142.0
391,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1961,
392,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1961,
393,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1961,
394,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1961,
395,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1961,
396,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1961,86451332969.0
397,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1961,
398,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1961,
399,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1961,
400,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1961,1444327731.0
401,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1961,94332746884.0
402,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1961,313344000000.0
403,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1961,35699286.01
404,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1961,169123000000.0
405,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1961,
406,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1961,704145671.4
407,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1961,
408,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1961,
409,St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1961,
410,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1961,2025689537.0
411,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1961,
412,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1961,
413,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1961,699161943.9
414,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1961,
415,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1961,
416,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1961,14160000000.0
417,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1961,
418,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1961,300148000000.0
419,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1961,
420,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1961,
421,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1961,
422,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1961,
423,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1961,
424,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1961,
425,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1961,
426,Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1961,
427,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1961,
428,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1961,159213462.5
429,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1961,
430,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1961,174576508.5
431,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1961,1901868548.0
432,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1961,604324000000.0
433,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1961,
434,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1961,
435,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1961,485785234.9
436,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1961,4467200336.0
437,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1961,240524723.4
438,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1961,13493833740.0
439,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1961,5632460937.0
440,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1961,531959561.6
441,Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1961,
442,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1961,5670064168.0
443,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1961,1128740000000.0
444,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1961,
445,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1961,
446,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1961,4118647627.0
447,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1961,599026300.0
448,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1961,2899654840.0
449,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1961,7256966966.0
450,Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1961,
451,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1961,244832035.0
452,Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1961,
453,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1961,11610062485.0
454,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1961,1865100000.0
455,"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1961,
456,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1961,3417516639.0
457,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1961,
458,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1961,
459,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1961,
460,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1961,1102050000000.0
461,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1961,
462,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1961,
463,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1961,
464,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1961,
465,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1961,122000016.0
466,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1961,50333258390.0
467,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1961,
468,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1961,1419333333.0
469,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1961,1058975266.0
470,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1961,764634783.7
471,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1961,
472,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1961,327834680.6
473,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1961,
474,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1961,
475,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1961,191659914.4
476,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1961,
477,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1961,30942405942.0
478,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1961,
479,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1961,31098083573.0
480,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1961,
481,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1961,
482,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1961,107700000.0
483,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1961,
484,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1961,
485,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1961,17212686615.0
486,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1961,43025199.5
487,Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1961,
488,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1961,11592024.36
489,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1961,945244992.2
490,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1961,
491,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1961,333975336.6
492,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1961,70300938452.0
493,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1961,
494,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1961,126396469.7
495,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1961,3034043574.0
496,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1961,
497,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1961,
498,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1961,81096175117.0
499,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1961,
500,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1961,
501,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1961,
502,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1961,50333258390.0
503,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1961,31098083573.0
504,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1961,584961208.7
505,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1961,
506,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,1961,7988888889.0
507,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1961,
508,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1961,
509,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1961,441524109.0
510,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1961,
511,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1961,203963000000.0
512,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1961,1547388781.0
513,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1961,563300000000.0
514,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1961,
515,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1961,13999883.33
516,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1961,8189090909.0
517,British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1961,
518,Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1961,
519,Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1961,
520,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1961,
521,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1961,1425110000000.0
522,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1961,
523,Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1961,
524,"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1961,
525,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1961,7972996814.0
526,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1961,696285714.3
527,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1961,1096646600.0
528,Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1962,
529,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1962,546666677.8
530,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1962,
531,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1962,
532,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1962,
533,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1962,
534,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1962,
535,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1962,24450604878.0
536,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1962,
537,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1962,
538,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1962,
539,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1962,19892485161.0
540,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1962,7756110210.0
541,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1962,
542,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1962,213500006.0
543,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1962,13264015675.0
544,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1962,236434906.8
545,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1962,379567178.3
546,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1962,5081413340.0
547,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1962,
548,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1962,
549,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1962,212254902.0
550,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1962,
551,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1962,
552,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1962,31856922.86
553,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1962,94149985.97
554,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1962,444665186.4
555,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1962,19926293839.0
556,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1962,
557,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1962,
558,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1962,
559,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1962,35643207.63
560,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1962,124482748.9
561,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1962,42227447632.0
562,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1962,
563,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1962,11879982759.0
564,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1962,
565,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1962,5416272727.0
566,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1962,47209359006.0
567,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1962,645284344.7
568,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1962,699373701.2
569,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1962,3779841429.0
570,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1962,166521239.9
571,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1962,4955543963.0
572,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1962,
573,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1962,
574,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1962,479180824.3
575,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1962,2153895645.0
576,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1962,
577,Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1962,
578,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1962,
579,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1962,
580,Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,1962,
581,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1962,
582,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1962,
583,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1962,
584,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1962,
585,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1962,824100000.0
586,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1962,2001468868.0
587,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1962,64553499047.0
588,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1962,158621000000.0
589,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1962,157268000000.0
590,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1962,
591,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1962,
592,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1962,1518208221.0
593,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1962,
594,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1962,298896000000.0
595,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1962,
596,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1962,16138545209.0
597,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1962,
598,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1962,
599,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1962,
600,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1962,19839498325.0
601,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1962,6340580854.0
602,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1962,122906435.0
603,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1962,75607529810.0
604,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1962,
605,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1962,
606,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1962,182796536.5
607,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1962,81247564157.0
608,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1962,
609,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1962,1382515590.0
610,Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1962,
611,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1962,
612,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1962,
613,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1962,
614,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1962,9122751.453
615,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1962,5213047711.0
616,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1962,
617,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1962,
618,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1962,1143600000.0
619,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1962,
620,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1962,194948375.4
621,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1962,1214480000000.0
622,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1962,1612346412.0
623,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1962,387750000.0
624,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1962,19394369745.0
625,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1962,
626,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1962,281896800.0
627,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1962,
628,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1962,302662000000.0
629,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1962,345508000000.0
630,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1962,42986660844.0
631,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1962,13822953410.0
632,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1962,
633,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1962,30324912024.0
634,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1962,
635,India,IND,GDP (current US$),NY.GDP.MKTP.CD,1962,42161481859.0
636,Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1962,
637,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1962,2260349684.0
638,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1962,4693566416.0
639,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1962,1954634836.0
640,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1962,284916516.2
641,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1962,2510000000.0
642,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1962,50383891899.0
643,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1962,777712445.8
644,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1962,
645,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1962,60723018684.0
646,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1962,
647,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1962,868111400.0
648,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1962,
649,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1962,660000008.6
650,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1962,
